sep=,
index,sin_1,sin_2,sin_3,sin_4,sin_5,cos_1,cos_2,cos_3,cos_4,cos_5
29,-0.9876718991798437,-1.4437662474356425,-0.7019368655957772,-0.24805334013998936,-0.46715774140439215,1.0908276314032075,1.8042130317480862,1.19935680223112,1.1556067891052062,1.516297804208743
30,-0.44491850025955904,0.2265855452900969,-1.2440545879170222,-0.03198785071566457,0.04247659366912804,1.8760616410213231,0.2586369482113119,1.242272828929059,0.552735450577906,0.1711947037373459
31,0.4415777276707738,-0.6596941201079332,0.302802625032977,-0.11613607550080514,0.867653780182783,0.06391141032668668,1.3547630810581146,1.819920076852293,0.6281746626369422,1.5171804926145798
32,0.5768736841016606,-0.2121539479138868,-0.03182570587886985,0.7053966500003452,-0.6672602503260039,0.004783365697652031,1.7139885380753968,1.6088788696078202,0.43673162531062715,0.8825600827005452
33,0.05591286089330588,0.2962384917097253,1.1550926685832434,1.2429486129982676,0.47145585983466426,0.5488761733110769,0.036144707621799665,0.21510731993011578,1.1844243799191285,0.5552170058473157
34,0.7217040401491301,0.4226806973290073,0.5107939569326763,0.2226372228526569,0.6347683723981798,1.5843819619174497,0.14749391721651872,1.5280256981039058,0.8724423709290946,0.05856575742309034
35,1.2558481285716139,0.9984696450723456,1.3630435266936798,1.201669696553504,-0.1725680308446147,1.0281114674228444,1.3656924483549968,1.309063545976029,0.9935137603965022,1.230091215122099
36,0.5197162618561898,-0.11555499289119975,1.5421059635773675,0.7105327212689688,1.4365726838620567,0.4280496551085615,-0.3197081029889941,1.383831426034326,0.16306993299962413,0.18233762075317572
37,0.7165516254856363,-0.02108753681160702,0.7053874735871557,0.12798877942886655,1.096654315615341,0.5595593368046994,1.3728719968395475,-0.03640258301079119,0.21348222682677226,1.020055998690735
38,1.254726198567059,0.44599603634156926,0.4793429171887923,0.7071396523375536,1.3922152833951889,-0.40739580239066603,0.882541088702864,0.646085895709585,0.91993788513137,0.5307786540919461
39,0.2552497992368602,1.6418362138508025,0.4588526262933076,1.916075430763025,1.1684179488952737,0.4650723749536249,0.025073993806630848,-0.18359520018292358,-0.4651543768149467,0.3330702033734771
40,1.9874146474364602,0.5728608413635036,1.4069931724172422,1.6335499644794522,0.9917907823313193,-0.8394653003793074,0.4373056280225268,0.3965282035864527,-1.010717253697361,0.3450606872467813
41,0.5379157719024762,1.8811230199626365,0.17889029706023785,0.9957591956779518,1.608941697796435,-0.8289129405387857,0.07931495352872575,0.6511295232201372,-1.3365605099748263,-0.8754844250484456
42,1.6514053858579574,1.3573421876495408,0.3352189987998786,0.02457475790190977,0.9775111286884715,0.06859709813566928,-0.08302788259007532,-0.5397518620321368,-0.34392191766045255,-1.030782478416691
43,0.227021352218432,1.6151193921562248,1.0254368343910052,0.027421356933028496,-0.034842570794851535,-0.5332541604612498,-0.44599669058513125,-0.81671992941106,-1.5992525333573857,0.1467563039810459
44,-0.08102368981998687,0.7309286808083305,1.0907859308352288,0.14309293564308312,1.075731272522645,0.1554207530582351,0.029073484208849254,0.0946406573899573,0.14990330805215757,-0.788799067510031
45,0.4867332033165975,0.15471794305187442,0.5986389838346649,0.38285857710207477,-0.5002591991196776,-0.17150149427515526,-0.45905045879128215,-1.708152520337451,-0.29178191845956125,-1.1702497794216344
46,-0.18686464291408497,0.8676871360008507,-0.48736484652264234,-0.28630457775298845,1.1244037175896069,-0.6723210410412501,-0.25053217600381017,-1.3952673109833675,-0.10280857548830125,-1.9117265639842738
47,-0.23303990360120264,0.9310051234651621,0.8068318475852218,1.0205432055252823,-0.9691468297136635,-0.4673283526251434,-0.5148460479767633,-1.0442062320219945,-0.9530981771038719,-0.24912698135849254
48,-0.9939759306925151,-0.5564432458184254,0.5284209952959074,-0.40295621174655927,0.4718659598381545,-0.7265759705245343,-0.49471165799280015,-0.25762939110103655,-1.5072956442787053,-1.1574698222972835
49,-0.002777405265554811,-0.2303285665818685,-0.3073066237909544,-0.44626922920091905,-0.5995664964759778,-0.7112399979034248,-1.375143942143148,-0.3824825401998003,-0.5666700139576729,-0.6315359051295905
